sample_num,x,y,bit_num,bit,sym_num,sym
185,0,0,5,1,1,0
186,0,0,5,1,1,0
187,0,0,5,1,1,0
188,0,0,5,1,1,0
189,0,0,5,1,1,0
190,0,0,5,1,1,0
191,0,0,5,1,1,0
192,4069,1103,6,0,0,1
193,4077,1100,6,0,0,1
194,4062,1098,6,0,0,1
195,3571,1099,6,0,0,1
196,3331,1100,6,0,0,1
197,2865,1106,6,0,0,1
198,2647,1100,6,0,0,1
199,2782,1100,6,0,0,1
200,3456,1100,6,0,0,1
201,3595,1100,6,0,0,1
202,3729,1107,6,0,0,1
203,3852,1098,6,0,0,1
204,3955,1099,6,0,0,1
205,4095,1099,6,0,0,1
206,3935,1100,6,0,0,1
207,3428,1108,6,0,0,1
208,0,0,6,0,1,0
209,0,0,6,0,1,0
210,0,0,6,0,1,0
211,0,0,6,0,1,0
212,0,0,6,0,1,0
213,0,0,6,0,1,0
214,0,0,6,0,1,0
215,0,0,6,0,1,0
216,0,0,6,0,1,0
217,0,0,6,0,1,0
218,0,0,6,0,1,0
219,0,0,6,0,1,0
220,0,0,6,0,1,0
221,0,0,6,0,1,0
222,0,0,6,0,1,0
223,0,0,6,0,1,0
224,3626,1100,7,0,0,1
225,3401,1100,7,0,0,1
226,2922,1108,7,0,0,1
227,2647,1099,7,0,0,1
228,2717,1100,7,0,0,1
229,3266,1101,7,0,0,1
230,3413,1098,7,0,0,1
231,3563,1108,7,0,0,1
232,3706,1100,7,0,0,1
233,3846,1098,7,0,0,1
234,4095,1099,7,0,0,1
235,4095,1099,7,0,0,1
236,3704,1107,7,0,0,1
237,3432,1100,7,0,0,1
238,3463,1099,7,0,0,1
239,3194,1100,7,0,0,1
240,0,0,7,0,1,0
241,0,0,7,0,1,0
242,0,0,7,0,1,0
243,0,0,7,0,1,0
244,0,0,7,0,1,0
245,0,0,7,0,1,0
246,0,0,7,0,1,0
247,0,0,7,0,1,0
248,0,0,7,0,1,0
249,0,0,7,0,1,0
250,0,0,7,0,1,0
251,0,0,7,0,1,0
252,0,0,7,0,1,0
253,0,0,7,0,1,0
254,0,0,7,0,1,0
255,0,0,7,0,1,0
256,3190,1099,8,0,0,1
257,3228,1106,8,0,0,1
258,3268,1098,8,0,0,1
259,3345,1099,8,0,0,1
260,4095,1099,8,0,0,1
261,4095,1097,8,0,0,1
262,3775,1108,8,0,0,1
263,3602,1099,8,0,0,1
264,3751,1097,8,0,0,1
265,3687,1099,8,0,0,1
266,3561,1100,8,0,0,1
267,3455,1106,8,0,0,1
268,3382,1098,8,0,0,1
269,3276,1100,8,0,0,1
270,3411,1100,8,0,0,1
271,3361,1100,8,0,0,1
272,0,0,8,0,1,0
273,0,0,8,0,1,0
274,0,0,8,0,1,0
275,0,0,8,0,1,0
276,0,0,8,0,1,0
277,0,0,8,0,1,0
278,0,0,8,0,1,0
279,0,0,8,0,1,0
280,0,0,8,0,1,0
281,0,0,8,0,1,0
282,0,0,8,0,1,0
283,0,0,8,0,1,0
284,0,0,8,0,1,0
285,0,0,8,0,1,0
286,0,0,8,0,1,0
287,0,0,8,0,1,0
288,4095,1100,9,0,0,1
289,4079,1098,9,0,0,1
290,3995,1107,9,0,0,1
291,3896,1099,9,0,0,1
292,3758,1098,9,0,0,1
293,3318,1100,9,0,0,1
294,3183,1100,9,0,0,1
295,2782,1105,9,0,0,1
296,2650,1099,9,0,0,1
297,2868,1098,9,0,0,1
298,3891,1099,9,0,0,1
299,3998,1100,9,0,0,1
300,4083,1102,9,0,0,1
301,4095,1100,9,0,0,1
302,4095,1100,9,0,0,1
303,3865,1100,9,0,0,1
304,0,0,9,0,1,0
305,0,0,9,0,1,0
306,0,0,9,0,1,0
307,0,0,9,0,1,0
308,0,0,9,0,1,0
309,0,0,9,0,1,0
310,0,0,9,0,1,0
311,0,0,9,0,1,0
312,0,0,9,0,1,0
313,0,0,9,0,1,0
314,0,0,9,0,1,0
315,0,0,9,0,1,0
316,0,0,9,0,1,0
317,0,0,9,0,1,0
318,0,0,9,0,1,0
319,0,0,9,0,1,0
320,0,0,10,1,0,0
321,0,0,10,1,0,0
322,0,0,10,1,0,0
323,0,0,10,1,0,0
324,0,0,10,1,0,0
325,0,0,10,1,0,0
326,0,0,10,1,0,0
327,0,0,10,1,0,0
328,0,0,10,1,0,0
329,0,0,10,1,0,0
330,0,0,10,1,0,0
331,0,0,10,1,0,0
332,0,0,10,1,0,0
333,0,0,10,1,0,0
334,0,0,10,1,0,0
335,0,0,10,1,0,0
336,3915,1108,10,1,1,1
337,3822,1099,10,1,1,1
338,3697,1099,10,1,1,1
339,3237,1099,10,1,1,1
340,3116,1098,10,1,1,1
341,2754,1104,10,1,1,1
342,2608,1100,10,1,1,1
343,2825,1100,10,1,1,1
344,3887,1099,10,1,1,1
345,3979,1100,10,1,1,1
346,4028,1106,10,1,1,1
347,4073,1099,10,1,1,1
348,4091,1099,10,1,1,1
349,3626,1100,10,1,1,1
350,3401,1100,10,1,1,1
351,2922,1108,10,1,1,1
352,3712,1098,11,1,0,1
353,3828,1099,11,1,0,1
354,3935,1107,11,1,0,1
355,3998,1100,11,1,0,1
356,4019,1098,11,1,0,1
357,3868,1100,11,1,0,1
358,3607,1100,11,1,0,1
359,3089,1106,11,1,0,1
360,2794,1099,11,1,0,1
361,2839,1099,11,1,0,1
362,3078,1100,11,1,0,1
363,3173,1100,11,1,0,1
364,3280,1105,11,1,0,1
365,3390,1099,11,1,0,1
366,3506,1098,11,1,0,1
367,4095,1100,11,1,0,1
368,0,0,11,1,1,0
369,0,0,11,1,1,0
370,0,0,11,1,1,0
371,0,0,11,1,1,0
372,0,0,11,1,1,0
373,0,0,11,1,1,0
374,0,0,11,1,1,0
375,0,0,11,1,1,0
376,0,0,11,1,1,0
377,0,0,11,1,1,0
378,0,0,11,1,1,0
379,0,0,11,1,1,0
380,0,0,11,1,1,0
381,0,0,11,1,1,0
382,0,0,11,1,1,0
383,0,0,11,1,1,0
384,0,0,12,1,0,0
385,0,0,12,1,0,0
386,0,0,12,1,0,0
387,0,0,12,1,0,0
388,0,0,12,1,0,0
389,0,0,12,1,0,0
390,0,0,12,1,0,0
391,0,0,12,1,0,0
392,0,0,12,1,0,0
393,0,0,12,1,0,0
394,0,0,12,1,0,0
395,0,0,12,1,0,0
396,0,0,12,1,0,0
397,0,0,12,1,0,0
398,0,0,12,1,0,0
399,0,0,12,1,0,0
400,3606,1098,12,1,1,1
401,3628,1099,12,1,1,1
402,3743,1100,12,1,1,1
403,3744,1100,12,1,1,1
404,3695,1105,12,1,1,1
405,3628,1100,12,1,1,1
406,3571,1100,12,1,1,1
407,3413,1100,12,1,1,1
408,3528,1100,12,1,1,1
409,3631,1106,12,1,1,1
410,3727,1099,12,1,1,1
411,3832,1100,12,1,1,1
412,4095,1099,12,1,1,1
413,3960,1099,12,1,1,1
414,3482,1107,12,1,1,1
415,3198,1099,12,1,1,1
416,0,0,13,0,0,0
417,0,0,13,0,0,0
418,0,0,13,0,0,0
419,0,0,13,0,0,0
420,0,0,13,0,0,0
421,0,0,13,0,0,0
422,0,0,13,0,0,0
423,0,0,13,0,0,0
424,0,0,13,0,0,0
425,0,0,13,0,0,0
426,0,0,13,0,0,0
427,0,0,13,0,0,0
428,0,0,13,0,0,0
429,0,0,13,0,0,0
430,0,0,13,0,0,0
431,0,0,13,0,0,0
432,3048,1098,13,0,1,1
433,3069,1104,13,0,1,1
434,3123,1099,13,0,1,1
435,3194,1100,13,0,1,1
436,3969,1098,13,0,1,1
437,3935,1097,13,0,1,1
438,3607,1103,13,0,1,1
439,3483,1099,13,0,1,1
440,3681,1099,13,0,1,1
441,3607,1098,13,0,1,1
442,3519,1098,13,0,1,1
443,3422,1106,13,0,1,1
444,3323,1099,13,0,1,1
445,3240,1099,13,0,1,1
446,3428,1099,13,0,1,1
447,3421,1098,13,0,1,1
448,4088,1100,14,1,0,1
449,4062,1099,14,1,0,1
450,3708,1104,14,1,0,1
451,3547,1099,14,1,0,1
452,3721,1100,14,1,0,1
453,3598,1100,14,1,0,1
454,3499,1099,14,1,0,1
455,3393,1106,14,1,0,1
456,3310,1100,14,1,0,1
457,3266,1098,14,1,0,1
458,3532,1099,14,1,0,1
459,3498,1099,14,1,0,1
460,3240,1107,14,1,0,1
461,3202,1100,14,1,0,1
462,3479,1100,14,1,0,1
463,4095,1100,14,1,0,1
464,0,0,14,1,1,0
465,0,0,14,1,1,0
466,0,0,14,1,1,0
467,0,0,14,1,1,0
468,0,0,14,1,1,0
469,0,0,14,1,1,0
470,0,0,14,1,1,0
471,0,0,14,1,1,0
472,0,0,14,1,1,0
473,0,0,14,1,1,0
474,0,0,14,1,1,0
475,0,0,14,1,1,0
476,0,0,14,1,1,0
477,0,0,14,1,1,0
478,0,0,14,1,1,0
479,0,0,14,1,1,0
480,0,0,15,1,0,0
481,0,0,15,1,0,0
482,0,0,15,1,0,0
483,0,0,15,1,0,0
484,0,0,15,1,0,0
485,0,0,15,1,0,0
486,0,0,15,1,0,0
487,0,0,15,1,0,0
488,0,0,15,1,0,0
489,0,0,15,1,0,0
490,0,0,15,1,0,0
491,0,0,15,1,0,0
492,0,0,15,1,0,0
493,0,0,15,1,0,0
494,0,0,15,1,0,0
495,0,0,15,1,0,0
496,4095,1099,15,1,1,1
497,3827,1107,15,1,1,1
498,3569,1100,15,1,1,1
499,3621,1100,15,1,1,1
500,3276,1099,15,1,1,1
501,3237,1100,15,1,1,1
502,3213,1104,15,1,1,1
503,3208,1100,15,1,1,1
504,3239,1099,15,1,1,1
505,3905,1098,15,1,1,1
506,3917,1100,15,1,1,1
507,3617,1106,15,1,1,1
508,3494,1100,15,1,1,1
509,3670,1099,15,1,1,1
510,3831,1098,15,1,1,1
511,3720,1100,15,1,1,1
512,0,0,16,0,0,0
513,0,0,16,0,0,0
514,0,0,16,0,0,0
515,0,0,16,0,0,0
516,0,0,16,0,0,0
517,0,0,16,0,0,0
518,0,0,16,0,0,0
519,0,0,16,0,0,0
520,0,0,16,0,0,0
521,0,0,16,0,0,0
522,0,0,16,0,0,0
523,0,0,16,0,0,0
524,0,0,16,0,0,0
525,0,0,16,0,0,0
526,0,0,16,0,0,0
527,0,0,16,0,0,0
528,3094,1099,16,0,1,1
529,3351,1099,16,0,1,1
530,4072,1099,16,0,1,1
531,4074,1100,16,0,1,1
532,4014,1105,16,0,1,1
533,3911,1100,16,0,1,1
534,3794,1098,16,0,1,1
535,3286,1099,16,0,1,1
536,3137,1099,16,0,1,1
537,2704,1106,16,0,1,1
538,2518,1100,16,0,1,1
539,2738,1100,16,0,1,1
540,3783,1100,16,0,1,1
541,3932,1099,16,0,1,1
542,4042,1104,16,0,1,1
543,4080,1097,16,0,1,1
544,3595,1100,17,1,0,1
545,3729,1107,17,1,0,1
546,3852,1098,17,1,0,1
547,3955,1099,17,1,0,1
548,4095,1099,17,1,0,1
549,3935,1100,17,1,0,1
550,3428,1108,17,1,0,1
551,3136,1100,17,1,0,1
552,3135,1100,17,1,0,1
553,3061,1100,17,1,0,1
554,3057,1100,17,1,0,1
555,3083,1105,17,1,0,1
556,3144,1099,17,1,0,1
557,3214,1100,17,1,0,1
558,4090,1101,17,1,0,1
559,4014,1100,17,1,0,1
560,0,0,17,1,1,0
561,0,0,17,1,1,0
562,0,0,17,1,1,0
563,0,0,17,1,1,0
564,0,0,17,1,1,0
565,0,0,17,1,1,0
566,0,0,17,1,1,0
567,0,0,17,1,1,0
568,0,0,17,1,1,0
569,0,0,17,1,1,0
570,0,0,17,1,1,0
571,0,0,17,1,1,0
572,0,0,17,1,1,0
573,0,0,17,1,1,0
574,0,0,17,1,1,0
575,0,0,17,1,1,0
576,4095,1097,18,0,0,1
577,3733,1105,18,0,0,1
578,3458,1100,18,0,0,1
579,3547,1099,18,0,0,1
580,3226,1098,18,0,0,1
581,3182,1099,18,0,0,1
582,3181,1103,18,0,0,1
583,3163,1100,18,0,0,1
584,3141,1100,18,0,0,1
585,3811,1100,18,0,0,1
586,3809,1099,18,0,0,1
587,3507,1104,18,0,0,1
588,3397,1099,18,0,0,1
589,3604,1100,18,0,0,1
590,3739,1098,18,0,0,1
591,3633,1098,18,0,0,1
592,0,0,18,0,1,0
593,0,0,18,0,1,0
594,0,0,18,0,1,0
595,0,0,18,0,1,0
596,0,0,18,0,1,0
597,0,0,18,0,1,0
598,0,0,18,0,1,0
599,0,0,18,0,1,0
600,0,0,18,0,1,0
601,0,0,18,0,1,0
602,0,0,18,0,1,0
603,0,0,18,0,1,0
604,0,0,18,0,1,0
605,0,0,18,0,1,0
606,0,0,18,0,1,0
607,0,0,18,0,1,0
608,3909,1100,19,0,0,1
609,3371,1100,19,0,0,1
610,3239,1100,19,0,0,1
611,2846,1106,19,0,0,1
612,2674,1100,19,0,0,1
613,2884,1098,19,0,0,1
614,3848,1098,19,0,0,1
615,3972,1100,19,0,0,1
616,4095,1105,19,0,0,1
617,4095,1099,19,0,0,1
618,4095,1100,19,0,0,1
619,3956,1099,19,0,0,1
620,3709,1099,19,0,0,1
621,3175,1106,19,0,0,1
622,2862,1099,19,0,0,1
623,2910,1099,19,0,0,1
624,0,0,19,0,1,0
625,0,0,19,0,1,0
626,0,0,19,0,1,0
627,0,0,19,0,1,0
628,0,0,19,0,1,0
629,0,0,19,0,1,0
630,0,0,19,0,1,0
631,0,0,19,0,1,0
632,0,0,19,0,1,0
633,0,0,19,0,1,0
634,0,0,19,0,1,0
635,0,0,19,0,1,0
636,0,0,19,0,1,0
637,0,0,19,0,1,0
638,0,0,19,0,1,0
639,0,0,19,0,1,0
640,0,0,20,1,0,0
641,0,0,20,1,0,0
642,0,0,20,1,0,0
643,0,0,20,1,0,0
644,0,0,20,1,0,0
645,0,0,20,1,0,0
646,0,0,20,1,0,0
647,0,0,20,1,0,0
648,0,0,20,1,0,0
649,0,0,20,1,0,0
650,0,0,20,1,0,0
651,0,0,20,1,0,0
652,0,0,20,1,0,0
653,0,0,20,1,0,0
654,0,0,20,1,0,0
655,0,0,20,1,0,0
656,4095,1100,20,1,1,1
657,4065,1100,20,1,1,1
658,3687,1105,20,1,1,1
659,3476,1098,20,1,1,1
660,3552,1098,20,1,1,1
661,3243,1099,20,1,1,1
662,3194,1099,20,1,1,1
663,3186,1106,20,1,1,1
664,3172,1100,20,1,1,1
665,3167,1100,20,1,1,1
666,3799,1100,20,1,1,1
667,3796,1098,20,1,1,1
668,3537,1107,20,1,1,1
669,3449,1100,20,1,1,1
670,3651,1099,20,1,1,1
671,3902,1098,20,1,1,1
672,4095,1098,21,1,0,1
673,4090,1104,21,1,0,1
674,4050,1100,21,1,0,1
675,3956,1098,21,1,0,1
676,3314,1100,21,1,0,1
677,3164,1098,21,1,0,1
678,2760,1104,21,1,0,1
679,2556,1099,21,1,0,1
680,2729,1099,21,1,0,1
681,3714,1100,21,1,0,1
682,3855,1099,21,1,0,1
683,3999,1106,21,1,0,1
684,4093,1098,21,1,0,1
685,4095,1099,21,1,0,1
686,3983,1099,21,1,0,1
687,3745,1099,21,1,0,1
688,0,0,21,1,1,0
689,0,0,21,1,1,0
690,0,0,21,1,1,0
691,0,0,21,1,1,0
692,0,0,21,1,1,0
693,0,0,21,1,1,0
694,0,0,21,1,1,0
695,0,0,21,1,1,0
696,0,0,21,1,1,0
697,0,0,21,1,1,0
698,0,0,21,1,1,0
699,0,0,21,1,1,0
700,0,0,21,1,1,0
701,0,0,21,1,1,0
702,0,0,21,1,1,0
703,0,0,21,1,1,0
704,0,0,22,1,0,0
705,0,0,22,1,0,0
706,0,0,22,1,0,0
707,0,0,22,1,0,0
708,0,0,22,1,0,0
709,0,0,22,1,0,0
710,0,0,22,1,0,0
711,0,0,22,1,0,0
712,0,0,22,1,0,0
713,0,0,22,1,0,0
714,0,0,22,1,0,0
715,0,0,22,1,0,0
716,0,0,22,1,0,0
717,0,0,22,1,0,0
718,0,0,22,1,0,0
719,0,0,22,1,0,0
720,3239,1099,22,1,1,1
721,2932,1105,22,1,1,1
722,2815,1100,22,1,1,1
723,3034,1098,22,1,1,1
724,4073,1099,22,1,1,1
725,4095,1100,22,1,1,1
726,4095,1108,22,1,1,1
727,4095,1099,22,1,1,1
728,4095,1100,22,1,1,1
729,3659,1099,22,1,1,1
730,3443,1097,22,1,1,1
731,2998,1108,22,1,1,1
732,2750,1099,22,1,1,1
733,2851,1097,22,1,1,1
734,3426,1100,22,1,1,1
735,3535,1098,22,1,1,1
736,0,0,23,0,0,0
737,0,0,23,0,0,0
738,0,0,23,0,0,0
739,0,0,23,0,0,0
740,0,0,23,0,0,0
741,0,0,23,0,0,0
742,0,0,23,0,0,0
743,0,0,23,0,0,0
744,0,0,23,0,0,0
745,0,0,23,0,0,0
746,0,0,23,0,0,0
747,0,0,23,0,0,0
748,0,0,23,0,0,0
749,0,0,23,0,0,0
750,0,0,23,0,0,0
751,0,0,23,0,0,0
752,3750,1100,23,0,1,1
753,4095,1100,23,0,1,1
754,4095,1097,23,0,1,1
755,3733,1105,23,0,1,1
756,3458,1100,23,0,1,1
757,3547,1099,23,0,1,1
758,3226,1098,23,0,1,1
759,3182,1099,23,0,1,1
760,3181,1103,23,0,1,1
761,3163,1100,23,0,1,1
762,3141,1100,23,0,1,1
763,3811,1100,23,0,1,1
764,3809,1099,23,0,1,1
765,3507,1104,23,0,1,1
766,3397,1099,23,0,1,1
767,3604,1100,23,0,1,1
768,0,0,24,0,0,0
769,0,0,24,0,0,0
770,0,0,24,0,0,0
771,0,0,24,0,0,0
772,0,0,24,0,0,0
773,0,0,24,0,0,0
774,0,0,24,0,0,0
775,0,0,24,0,0,0
776,0,0,24,0,0,0
777,0,0,24,0,0,0
778,0,0,24,0,0,0
779,0,0,24,0,0,0
780,0,0,24,0,0,0
781,0,0,24,0,0,0
782,0,0,24,0,0,0
783,0,0,24,0,0,0
784,3654,1106,24,0,1,1
785,3792,1098,24,0,1,1
786,3911,1100,24,0,1,1
787,4095,1100,24,0,1,1
788,4026,1100,24,0,1,1
789,3563,1103,24,0,1,1
790,3283,1098,24,0,1,1
791,3337,1098,24,0,1,1
792,3174,1099,24,0,1,1
793,3190,1099,24,0,1,1
794,3228,1106,24,0,1,1
795,3268,1098,24,0,1,1
796,3345,1099,24,0,1,1
797,4095,1099,24,0,1,1
798,4095,1097,24,0,1,1
799,3775,1108,24,0,1,1
800,4095,1100,25,1,0,1
801,4095,1100,25,1,0,1
802,4095,1104,25,1,0,1
803,4095,1099,25,1,0,1
804,4095,1099,25,1,0,1
805,3549,1100,25,1,0,1
806,3340,1100,25,1,0,1
807,2869,1106,25,1,0,1
808,2631,1099,25,1,0,1
809,2769,1099,25,1,0,1
810,3513,1100,25,1,0,1
811,3661,1098,25,1,0,1
812,3798,1108,25,1,0,1
813,3905,1099,25,1,0,1
814,3997,1099,25,1,0,1
815,4095,1098,25,1,0,1
816,0,0,25,1,1,0
817,0,0,25,1,1,0
818,0,0,25,1,1,0
819,0,0,25,1,1,0
820,0,0,25,1,1,0
821,0,0,25,1,1,0
822,0,0,25,1,1,0
823,0,0,25,1,1,0
824,0,0,25,1,1,0
825,0,0,25,1,1,0
826,0,0,25,1,1,0
827,0,0,25,1,1,0
828,0,0,25,1,1,0
829,0,0,25,1,1,0
830,0,0,25,1,1,0
831,0,0,25,1,1,0
832,0,0,26,1,0,0
833,0,0,26,1,0,0
834,0,0,26,1,0,0
835,0,0,26,1,0,0
836,0,0,26,1,0,0
837,0,0,26,1,0,0
838,0,0,26,1,0,0
839,0,0,26,1,0,0
840,0,0,26,1,0,0
841,0,0,26,1,0,0
842,0,0,26,1,0,0
843,0,0,26,1,0,0
844,0,0,26,1,0,0
845,0,0,26,1,0,0
846,0,0,26,1,0,0
847,0,0,26,1,0,0
848,3050,1099,26,1,1,1
849,3335,1100,26,1,1,1
850,4083,1099,26,1,1,1
851,4073,1099,26,1,1,1
852,3985,1104,26,1,1,1
853,3886,1099,26,1,1,1
854,3801,1098,26,1,1,1
855,3261,1099,26,1,1,1
856,3106,1097,26,1,1,1
857,2726,1105,26,1,1,1
858,2545,1100,26,1,1,1
859,2726,1098,26,1,1,1
860,3712,1098,26,1,1,1
861,3828,1099,26,1,1,1
862,3935,1107,26,1,1,1
863,3998,1100,26,1,1,1
864,0,0,27,0,0,0
865,0,0,27,0,0,0
866,0,0,27,0,0,0
867,0,0,27,0,0,0
868,0,0,27,0,0,0
869,0,0,27,0,0,0
870,0,0,27,0,0,0
871,0,0,27,0,0,0
872,0,0,27,0,0,0
873,0,0,27,0,0,0
874,0,0,27,0,0,0
875,0,0,27,0,0,0
876,0,0,27,0,0,0
877,0,0,27,0,0,0
878,0,0,27,0,0,0
879,0,0,27,0,0,0
880,3483,1099,27,0,1,1
881,3681,1099,27,0,1,1
882,3607,1098,27,0,1,1
883,3519,1098,27,0,1,1
884,3422,1106,27,0,1,1
885,3323,1099,27,0,1,1
886,3240,1099,27,0,1,1
887,3428,1099,27,0,1,1
888,3421,1098,27,0,1,1
889,3126,1108,27,0,1,1
890,3073,1099,27,0,1,1
891,3358,1100,27,0,1,1
892,4095,1100,27,0,1,1
893,4079,1098,27,0,1,1
894,3995,1107,27,0,1,1
895,3896,1099,27,0,1,1
896,0,0,28,0,0,0
897,0,0,28,0,0,0
898,0,0,28,0,0,0
899,0,0,28,0,0,0
900,0,0,28,0,0,0
901,0,0,28,0,0,0
902,0,0,28,0,0,0
903,0,0,28,0,0,0
904,0,0,28,0,0,0
905,0,0,28,0,0,0
906,0,0,28,0,0,0
907,0,0,28,0,0,0
908,0,0,28,0,0,0
909,0,0,28,0,0,0
910,0,0,28,0,0,0
911,0,0,28,0,0,0
912,4050,1100,28,0,1,1
913,3956,1098,28,0,1,1
914,3314,1100,28,0,1,1
915,3164,1098,28,0,1,1
916,2760,1104,28,0,1,1
917,2556,1099,28,0,1,1
918,2729,1099,28,0,1,1
919,3714,1100,28,0,1,1
920,3855,1099,28,0,1,1
921,3999,1106,28,0,1,1
922,4093,1098,28,0,1,1
923,4095,1099,28,0,1,1
924,3983,1099,28,0,1,1
925,3745,1099,28,0,1,1
926,3241,1108,28,0,1,1
927,2934,1099,28,0,1,1
928,0,0,29,0,0,0
929,0,0,29,0,0,0
